episode, time, score
1, 223, 252.986061
2, 212, 284.266811
3, 446, -224.310211
4, 228, 283.941297
5, 1000, 154.892949
6, 275, 256.107073
7, 294, 272.702233
8, 255, 254.799740
9, 209, 275.287756
10, 288, 258.425090
11, 241, 265.422745
12, 219, 221.631193
13, 211, 303.846592
14, 1000, 118.941410
15, 210, 261.428331
16, 223, 279.533974
17, 196, 272.147815
18, 196, 259.757748
19, 259, 285.396280
20, 217, 297.421395
21, 270, 238.282464
22, 239, 259.802409
23, 209, 259.849802
24, 217, 266.854999
25, 215, 271.122394
26, 292, 259.699395
27, 211, 315.010342
28, 327, 266.753441
29, 202, 310.164688
30, 213, 258.440482
31, 1000, 118.732019
32, 225, 285.586812
33, 213, 303.518156
34, 225, 237.350006
35, 224, 278.604376
36, 225, 274.634708
37, 231, 310.810886
38, 1000, 144.527622
39, 218, 317.699738
40, 380, 277.532908
41, 214, 253.494268
42, 202, 273.645076
43, 1000, 143.632809
44, 223, 290.725704
45, 207, 273.691191
46, 205, 287.880437
47, 415, 267.009248
48, 304, 270.464552
49, 211, 248.567054
50, 380, 277.430455
51, 193, 271.882481
52, 215, 265.452112
53, 271, 264.149150
54, 211, 267.164496
55, 261, 265.402093
56, 217, 265.229068
57, 254, 270.854664
58, 196, 253.954125
59, 215, 249.323166
60, 1000, 184.934684
61, 212, 282.072041
62, 285, 269.236683
63, 212, 308.880326
64, 233, 260.423098
65, 217, 260.898477
66, 201, 257.950565
67, 204, 285.749756
68, 293, 262.252716
69, 207, 307.622555
70, 219, 256.026856
71, 231, 263.832062
72, 215, 312.781359
73, 179, 250.810160
74, 193, 283.008414
75, 225, 271.350662
76, 226, 232.533669
77, 1000, 138.800417
78, 196, 258.741285
79, 215, 312.990844
80, 210, 301.592279
81, 350, 174.116153
82, 240, 250.442857
83, 212, 272.871863
84, 205, 254.797029
85, 225, 296.442747
86, 219, 277.020270
87, 340, 272.685342
88, 1000, 115.364125
89, 1000, 138.220490
90, 290, 267.057680
91, 234, 254.894885
92, 315, 263.897958
93, 259, 246.921394
94, 269, 257.887146
95, 204, 243.709616
96, 208, 295.358539
97, 210, 249.902806
98, 231, 244.733716
99, 210, 235.557073
100, 214, 275.507536
