episode, time, score
1, 222, 246.252787
2, 147, 48.243655
3, 245, 307.050336
4, 185, 256.108864
5, 186, 252.985848
6, 202, 235.327179
7, 217, 257.443087
8, 242, 247.217769
9, 199, 260.133396
10, 233, 257.039141
11, 258, 253.524824
12, 221, 273.261374
13, 1000, 142.212954
14, 233, 244.480030
15, 248, 269.794844
16, 242, 292.700532
17, 228, 288.237062
18, 247, 275.586352
19, 200, 266.270227
20, 223, 252.757569
21, 185, 234.979283
22, 255, 247.632978
23, 1000, 120.812019
24, 1000, 140.741615
25, 245, 254.379434
26, 205, 253.957494
27, 242, 248.760434
28, 277, 309.266924
29, 244, 246.111651
30, 221, 261.468906
31, 235, 230.379516
32, 237, 229.429832
33, 229, 301.525034
34, 227, 267.900350
35, 239, 223.698379
36, 257, 272.055942
37, 263, 250.922189
38, 221, 259.337736
39, 248, 301.246811
40, 245, 252.294579
41, 150, 17.421135
42, 267, 286.615576
43, 1000, 149.247481
44, 220, 291.229651
45, 262, 258.686377
46, 152, -4.161502
47, 200, 287.000765
48, 221, 255.023467
49, 212, 278.135769
50, 222, 280.982761
51, 253, 295.774439
52, 241, 286.721335
53, 255, 304.207913
54, 237, 282.407356
55, 237, 285.767016
56, 208, 271.478423
57, 251, 250.033642
58, 265, 294.964835
59, 214, 273.804677
60, 258, 271.659468
61, 222, 252.011455
62, 220, 278.922654
63, 225, 247.791311
64, 219, 268.569511
65, 194, 280.027014
66, 251, 280.721889
67, 190, 262.485258
68, 234, 247.847262
69, 1000, 147.131062
70, 243, 289.538088
71, 198, 239.014326
72, 226, 269.115528
73, 231, 252.858692
74, 235, 247.236882
75, 206, 245.801543
76, 479, 282.444340
77, 1000, 137.330768
78, 152, 43.609620
79, 271, 280.906953
80, 147, 42.434204
81, 262, 240.780121
82, 215, 287.810294
83, 226, 262.407161
84, 209, 254.576964
85, 221, 248.457804
86, 256, 306.937691
87, 255, 282.971526
88, 156, -13.427996
89, 260, 264.568040
90, 144, 34.647344
91, 1000, 128.621393
92, 1000, 126.223474
93, 142, -34.241713
94, 227, 308.207461
95, 263, 280.596938
96, 178, 245.450687
97, 197, 238.406712
98, 235, 259.936636
99, 231, 257.171480
100, 230, 252.504068
