episode, time, score
1, 192, 253.891029
2, 1000, 112.994794
3, 306, 264.530843
4, 242, 299.362202
5, 197, 252.749147
6, 219, 280.546134
7, 209, 255.552096
8, 238, 299.016145
9, 238, 303.227031
10, 232, 299.318669
11, 229, 258.342660
12, 224, 294.834310
13, 179, 279.127780
14, 225, 272.899139
15, 1000, 161.031584
16, 235, 289.580101
17, 191, 273.315262
18, 215, 291.846021
19, 223, 301.474352
20, 180, 272.349299
21, 217, 269.279020
22, 589, 252.721463
23, 223, 275.159539
24, 217, 257.648614
25, 221, 290.224517
26, 245, 292.509086
27, 225, 251.876231
28, 281, 271.012313
29, 179, 257.181804
30, 207, 271.098724
31, 1000, 146.781417
32, 204, 276.722777
33, 1000, 118.376106
34, 181, 268.461930
35, 221, 275.649035
36, 230, 264.010346
37, 1000, 162.494171
38, 237, 288.859815
39, 238, 261.832010
40, 1000, 134.262459
41, 179, 254.386341
42, 235, 289.754131
43, 1000, 125.490574
44, 180, 242.897960
45, 209, 260.147421
46, 1000, 157.534725
47, 216, 288.181788
48, 183, 234.591087
49, 215, 286.371650
50, 202, 266.751669
51, 173, 261.744511
52, 269, 289.548439
53, 224, 285.723442
54, 191, 280.234182
55, 245, 295.097418
56, 225, 288.249252
57, 217, 274.658611
58, 224, 277.758735
59, 192, 254.210045
60, 197, 259.812192
61, 180, 283.897976
62, 217, 262.182761
63, 178, 259.920149
64, 770, 259.353878
65, 195, 249.331082
66, 228, 295.532724
67, 182, 269.261304
68, 188, 269.427171
69, 238, 296.116238
70, 219, 276.512192
71, 1000, 105.656805
72, 1000, 123.239798
73, 237, 290.146341
74, 240, 302.094665
75, 230, 289.096548
76, 226, 284.858786
77, 199, 241.457013
78, 221, 286.872432
79, 235, 291.621490
80, 222, 290.352805
81, 192, 279.522712
82, 247, 310.329983
83, 1000, 155.285251
84, 183, 235.377309
85, 199, 265.491554
86, 211, 278.265999
87, 211, 277.135718
88, 510, 255.908495
89, 181, 287.978279
90, 192, 272.896866
91, 217, 267.496621
92, 228, 289.872123
93, 196, 260.392361
94, 284, 306.664571
95, 217, 287.942268
96, 175, 249.806463
97, 238, 291.218816
98, 215, 258.166109
99, 254, 305.382807
100, 215, 274.663640
