episode, time, score
1, 1000, 168.294136
2, 204, 273.094906
3, 182, 283.760905
4, 209, 288.076224
5, 192, 260.915312
6, 187, 264.046988
7, 173, 245.015692
8, 195, 289.497303
9, 201, 311.747010
10, 189, 253.709252
11, 231, 280.343204
12, 178, 254.755007
13, 203, 285.644301
14, 715, 254.202443
15, 184, 258.608053
16, 194, 267.645919
17, 241, 308.050089
18, 241, 253.275833
19, 219, 268.109865
20, 227, 295.040655
21, 224, 293.831623
22, 218, 296.922230
23, 216, 278.334245
24, 206, 263.708460
25, 209, 286.505793
26, 171, 275.181169
27, 214, 291.665441
28, 214, 286.281791
29, 210, 297.071705
30, 201, 278.808350
31, 213, 280.398796
32, 176, 259.810962
33, 230, 262.101867
34, 176, 249.170597
35, 182, 252.311327
36, 209, 255.069552
37, 187, 290.247746
38, 227, 278.705195
39, 173, 278.171161
40, 178, 249.427848
41, 246, 302.352652
42, 202, 282.021585
43, 187, 301.671101
44, 213, 284.621480
45, 220, 275.268161
46, 207, 250.976311
47, 220, 294.565686
48, 183, 284.007234
49, 235, 292.553924
50, 241, 302.263900
51, 217, 285.413563
52, 1000, 140.642572
53, 188, 290.886275
54, 223, 279.687165
55, 190, 302.487519
56, 193, 271.751616
57, 188, 288.474652
58, 185, 245.072053
59, 191, 249.484327
60, 211, 299.257163
61, 1000, 139.948069
62, 215, 284.590135
63, 206, 262.421371
64, 217, 279.477234
65, 183, 267.222257
66, 221, 290.592393
67, 206, 305.266629
68, 240, 282.626358
69, 192, 300.448016
70, 217, 284.465564
71, 220, 300.107007
72, 206, 254.736899
73, 200, 298.368053
74, 193, 254.852867
75, 228, 290.438828
76, 215, 263.404612
77, 209, 280.019725
78, 228, 270.323610
79, 245, 269.825741
80, 182, 256.428103
81, 190, 310.285740
82, 184, 281.046416
83, 165, 275.736248
84, 193, 238.572629
85, 201, 279.462058
86, 229, 275.972205
87, 230, 293.819607
88, 214, 291.513980
89, 225, 293.991509
90, 188, 256.426974
91, 200, 270.956027
92, 222, 286.937289
93, 219, 272.901506
94, 119, 65.805802
95, 205, 292.245554
96, 207, 302.098464
97, 232, 263.741634
98, 192, 258.472433
99, 201, 294.709696
100, 207, 288.708730
