episode, time, score
1, 255, 291.701871
2, 212, 263.461821
3, 239, 293.355993
4, 201, 272.114509
5, 224, 287.265448
6, 213, 243.909289
7, 197, 236.483451
8, 184, 308.892821
9, 193, 265.184967
10, 201, 297.627995
11, 193, 275.489446
12, 225, 271.259427
13, 202, 303.804814
14, 201, 233.797618
15, 204, 282.467290
16, 192, 273.566764
17, 215, 244.872454
18, 190, 299.897254
19, 214, 272.779967
20, 230, 301.594622
21, 211, 307.542294
22, 247, 297.481881
23, 205, 229.016091
24, 255, 291.509966
25, 190, 279.884640
26, 200, 272.886867
27, 230, 317.612412
28, 211, 262.252525
29, 190, 302.887291
30, 186, 259.548592
31, 189, 307.752117
32, 197, 251.572846
33, 210, 264.016550
34, 200, 293.726848
35, 188, 287.503431
36, 187, 267.555085
37, 193, 274.442259
38, 191, 255.105275
39, 222, 278.201075
40, 244, 300.431888
41, 188, 307.578654
42, 219, 305.697258
43, 225, 292.975437
44, 181, 287.053680
45, 229, 306.966362
46, 221, 277.614193
47, 202, 308.109151
48, 209, 273.239944
49, 184, 282.822662
50, 175, 274.603265
51, 196, 255.616249
52, 184, 297.295652
53, 198, 264.945955
54, 192, 250.743647
55, 205, 288.738107
56, 196, 269.194857
57, 221, 284.844393
58, 202, 250.136932
59, 214, 258.281572
60, 210, 271.997601
61, 181, 277.031627
62, 224, 297.346690
63, 176, 287.200279
64, 192, 250.260674
65, 242, 302.567846
66, 417, 262.902479
67, 236, 289.752371
68, 206, 279.680430
69, 262, 301.050775
70, 194, 313.779928
71, 206, 263.413507
72, 231, 280.586553
73, 213, 263.165634
74, 214, 306.231666
75, 222, 275.447880
76, 227, 284.334983
77, 215, 266.553473
78, 248, 305.936124
79, 211, 269.954644
80, 230, 289.286674
81, 212, 282.526845
82, 194, 266.882619
83, 185, 289.080260
84, 186, 292.301838
85, 384, 274.819149
86, 197, 246.885105
87, 251, 295.590600
88, 194, 303.396330
89, 238, 303.789414
90, 212, 268.406874
91, 197, 307.289676
92, 172, 297.168277
93, 192, 265.524199
94, 196, 283.346555
95, 196, 268.351205
96, 201, 243.304430
97, 261, 297.338328
98, 187, 283.690576
99, 182, 267.919934
100, 209, 281.640121
