episode, time, score
1, 172, 290.208628
2, 213, 286.077607
3, 279, 305.913875
4, 186, 254.684888
5, 221, 273.452630
6, 254, 299.677404
7, 205, 278.289986
8, 1000, 178.272484
9, 248, 247.954930
10, 207, 308.727770
11, 233, 287.749317
12, 193, 245.348523
13, 193, 236.781665
14, 245, 267.861553
15, 202, 311.843955
16, 191, 262.607069
17, 190, 278.150655
18, 201, 290.381772
19, 210, 238.486582
20, 259, 255.801496
21, 191, 291.018789
22, 201, 231.965696
23, 233, 295.571992
24, 221, 299.711668
25, 206, 275.432846
26, 229, 280.571256
27, 193, 241.441799
28, 247, 275.999109
29, 246, 266.152450
30, 1000, 189.722845
31, 208, 262.316050
32, 231, 288.765932
33, 223, 259.109088
34, 225, 308.126303
35, 182, 301.984406
36, 303, 287.665165
37, 214, 290.663482
38, 218, 253.298311
39, 188, 314.073500
40, 190, 241.053220
41, 174, 299.640969
42, 227, 260.600390
43, 176, 246.474797
44, 208, 261.621409
45, 215, 272.782466
46, 220, 285.519826
47, 229, 247.493691
48, 231, 283.519287
49, 179, 262.836985
50, 213, 285.157857
51, 194, 302.956340
52, 189, 282.087263
53, 179, 265.216126
54, 203, 250.153147
55, 216, 291.574445
56, 196, 269.440757
57, 175, 260.170269
58, 299, 250.988866
59, 192, 267.659486
60, 213, 295.310795
61, 233, 307.751060
62, 177, 291.304893
63, 263, 304.165645
64, 176, 275.634314
65, 312, 290.760531
66, 364, 286.908255
67, 277, 254.580698
68, 214, 266.555582
69, 201, 314.081923
70, 194, 275.662341
71, 246, 269.531228
72, 252, 287.697451
73, 325, 289.412971
74, 178, 292.579349
75, 246, 266.571608
76, 203, 269.051656
77, 244, 267.563081
78, 226, 268.741235
79, 214, 279.520628
80, 166, 276.206219
81, 243, 271.258632
82, 183, 245.218753
83, 251, 305.048955
84, 322, 260.835172
85, 222, 271.323167
86, 193, 271.706136
87, 191, 248.763036
88, 187, 252.729824
89, 253, 296.281967
90, 183, 254.228902
91, 199, 242.161061
92, 193, 320.993427
93, 176, 285.963955
94, 180, 260.220962
95, 266, 294.794174
96, 218, 302.213238
97, 235, 239.816252
98, 197, 276.418548
99, 1000, 184.363220
100, 227, 218.890742
