episode, time, score
1, 201, 286.062620
2, 177, 267.888469
3, 174, 285.394672
4, 991, 247.124379
5, 185, 286.867001
6, 200, 253.803823
7, 241, 296.984380
8, 190, 244.906985
9, 187, 283.434989
10, 188, 286.676024
11, 201, 292.584586
12, 192, 312.352755
13, 240, 297.896565
14, 167, 280.905732
15, 172, 254.744264
16, 167, 270.720509
17, 249, 282.162290
18, 163, 285.477530
19, 176, 269.848858
20, 184, 280.387878
21, 208, 284.356777
22, 172, 272.964314
23, 218, 279.393034
24, 200, 297.905342
25, 229, 323.030460
26, 236, 274.412487
27, 212, 273.508728
28, 206, 270.478096
29, 222, 294.719715
30, 176, 316.467908
31, 250, 300.767850
32, 280, 307.005151
33, 165, 272.869890
34, 194, 280.658814
35, 1000, 152.166454
36, 149, 254.187648
37, 206, 277.089740
38, 173, 281.918286
39, 190, 276.830894
40, 181, 282.296953
41, 156, 274.297201
42, 179, 282.874992
43, 246, 283.497987
44, 226, 284.540920
45, 186, 282.576674
46, 204, 272.642160
47, 185, 269.070754
48, 198, 272.161199
49, 182, 287.812871
50, 164, 279.331873
51, 181, 287.157928
52, 188, 252.062200
53, 148, 277.398157
54, 257, 300.639400
55, 223, 273.354075
56, 194, 290.532169
57, 156, 321.350094
58, 201, 301.903357
59, 180, 302.658841
60, 166, 261.305650
61, 238, 286.066960
62, 162, 269.482693
63, 172, 270.304500
64, 180, 307.352410
65, 161, 289.357463
66, 184, 286.329290
67, 244, 290.447613
68, 182, 242.008664
69, 170, 264.292605
70, 236, 253.580077
71, 261, 297.634029
72, 171, 303.406456
73, 236, 281.523834
74, 170, 276.387166
75, 171, 283.109483
76, 200, 315.193973
77, 1000, 167.070268
78, 213, 304.233752
79, 193, 302.994883
80, 167, 268.524097
81, 186, 255.702080
82, 185, 276.810957
83, 215, 289.406876
84, 177, 277.200285
85, 177, 247.600871
86, 177, 278.221577
87, 165, 276.089734
88, 171, 252.007504
89, 225, 321.130660
90, 149, 287.023281
91, 190, 282.238357
92, 159, 301.360009
93, 1000, 171.411379
94, 163, 242.594605
95, 218, 289.712410
96, 1000, 143.216176
97, 193, 286.525639
98, 219, 259.297357
99, 173, 308.792692
100, 221, 269.086930
